,PP,Blok,Condition_x,timestamp,SnMouseAct,SnLeftClicked,SnRightClicked,SnDoubleClicked,SnWheel,SnDragged,SnMouseDistance,SnMouseDistance.1,SnKeyStrokes,SnChars,SnSpecialKeys,SnDirectionKeys,SnErrorKeys,SnShortcutKeys,SnSpaces,SnAppChange,SnTabfocusChange,C_x,Squality,Sneutral,Shappy,Ssad,Sangry,Ssurprised,Sscared,Sdisgusted,Svalence,SyHeadOrientation,SxHeadOrientation,SzHeadOrientation,SmouthOpen,SleftEyeClosed,SrightEyeClosed,SleftEyebrowLowered,SleftEyebrowRaised,SrightEyebrowLowered,SrightEyebrowRaised,SgazeDirectionForward,SgazeDirectionLeft,SgazeDirectionRight,SAu01_InnerBrowRaiser,SAu02_OuterBrowRaiser,SAu04_BrowLowerer,SAu05_UpperLidRaiser,SAu06_CheekRaiser,SAu07_LidTightener,SAu09_NoseWrinkler,SAu10_UpperLipRaiser,SAu12_LipCornerPuller,SAu14_Dimpler,SAu15_LipCornerDepressor,SAu17_ChinRaiser,SAu20_LipStretcher,SAu23_LipTightener,SAu24_LipPressor,SAu25_LipsPart,SAu26_JawDrop,SAu27_MouthStretch,SAu43_EyesClosed,C_y,Condition_y,HR,RMSSD,SCL,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
2360,PP19,3.0,R,20121019T161600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,"0,887569625","0,580322117","0,057724407","0,051016526","0,009392214","0,022068918","7,00E-04","0,002247212","0,003232673","-16,46007019","-6,12216154","-4,806391253","0,163090129","0,012875536","0,012875536","0,613733906","0,012875536","0,381974249","0,034334764","0,888412017","0,012875536","0,004291845","0,30472103","0,300429185","0,454935622",0,"0,180257511","0,347639485","0,030042918","0,0472103",0,"0,669527897","0,167381974","0,081545064","0,167381974","0,025751073",0,"0,296137339",0,"0,090128755","0,094420601",3.0,R,77.0,0.046092,136.72483,,,,,
2361,PP19,3.0,R,20121019T161700000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,"0,903708864","0,484092285","0,02452958","0,049683533","0,099364034","0,004558123","9,43E-06","0,006660794","-0,095426901","-24,00466088","-10,91651472","-16,26329686","0,025423729",0,0,"0,292372881","0,008474576","0,788135593",0,"0,940677966","0,008474576","0,004237288","0,008474576",0,"0,233050847",0,"0,008474576","1,313559322","0,004237288","0,021186441",0,"0,025423729",0,"0,042372881",0,"0,237288136","0,093220339","0,046610169",0,"0,038135593","0,004237288",3.0,R,71.0,0.051762,138.070589,,,,,
2362,PP19,3.0,R,20121019T161800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,"0,909260466","0,62283178","0,022330503","0,046396525","0,070271105","0,013816287","1,61E-05","0,002733937","-0,0640369","-15,6911447","-11,62939214","-9,510284347","0,029411765",0,"0,008403361","0,273109244","0,033613445","0,441176471","0,004201681","0,588235294","0,306722689",0,"0,021008403","0,079831933","0,008403361","0,004201681",0,"0,995798319","0,092436975","0,046218487",0,"0,012605042","0,004201681","0,777310924",0,"0,012605042","0,768907563","0,058823529",0,"0,058823529","0,109243697",3.0,R,74.0,0.042427,142.220302,,,,,
2363,PP19,3.0,R,20121019T161900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,"0,876778968","0,796608801","0,030123312","0,055510682","0,007671712","0,005735992","1,45E-05","7,08E-04","-0,025992032","-26,99458552","-10,38887378","-10,51496618","0,042553191",0,0,"0,127659574","0,114893617","0,455319149","0,004255319","0,961702128",0,"0,004255319","0,004255319",0,"0,025531915","0,004255319",0,"0,029787234",0,"0,004255319",0,"0,021276596",0,"0,10212766",0,"0,144680851","0,021276596","0,093617021",0,"0,238297872",0,3.0,R,74.0,0.05354,141.137147,,,,,
2364,PP19,3.0,R,20121019T162000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,"0,894721871","0,807386028","0,036530344","0,022193789","0,015674613","0,004923067","5,36E-05","0,001827859","0,006902468","-20,30741177","-8,715377382","-7,800852819","0,037815126",0,0,"0,159663866","0,12605042","0,163865546","0,008403361","0,949579832",0,0,"0,096638655",0,"0,096638655","0,016806723",0,"1,369747899","0,008403361","0,012605042",0,"0,478991597","0,004201681","0,222689076","0,117647059",0,"0,092436975","0,088235294",0,"0,24789916",0,,,,,,,,,,
2365,PP19,3.0,T,20121019T162400000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,27.0,17.0,0.0,4.0,0.0,3.0,0.0,0.0,3,"0,929280724","0,645479348","0,002762204","0,085032956","0,005366566","0,054817823","9,60E-04","0,018103961","-0,09512995","-13,15111831","-7,816302315","-4,459618917","0,456521739","0,054347826","0,043478261","0,010869565","0,5",0,"0,010869565","0,934782609","0,032608696",0,"0,652173913","0,065217391","0,032608696",0,0,"0,032608696","0,097826087","0,217391304",0,"0,076086957","0,347826087","0,032608696",0,0,0,"1,195652174","0,402173913","0,010869565","0,119565217",3.0,T,79.0,0.054191,126.312593,,,,,
2366,PP19,3.0,T,20121019T162500000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,117.0,64.0,0.0,29.0,0.0,26.0,0.0,0.0,3,"0,89240003","0,750784191","0,017095953","0,105012153","0,00483365","0,004728107","2,33E-04","0,058496312","-0,096588995","-12,01995429","-10,31175583","-0,844460982","0,361111111","0,212962963","0,027777778","0,092592593","0,62962963","0,087962963","0,064814815","0,643518519","0,185185185","0,018518519","0,694444444","0,00462963","0,171296296","0,00462963",0,"0,24537037","0,666666667","0,861111111",0,"0,277777778","0,555555556","0,24537037","0,013888889","0,069444444",0,"0,847222222",0,"0,115740741","0,226851852",3.0,T,79.0,0.053295,131.328493,,,,,
2367,PP19,3.0,T,20121019T162600000,2.0,2.0,0.0,0.0,0.0,0.0,1.41150644662473e+16,14115.0,126.0,92.0,34.0,0.0,13.0,0.0,18.0,0.0,0.0,3,"0,906172132","0,689198231","0,019733469","0,07982706","0,00814615","0,008527337","2,19E-04","0,031697032","-0,071554872","-11,12287853","-8,618579661","-3,341396399","0,252293578","0,02293578","0,096330275",0,"0,724770642","0,087155963","0,004587156","0,848623853","0,091743119",0,"0,73853211","0,032110092","0,096330275",0,0,"0,559633028","0,564220183","0,665137615","0,02293578","0,036697248","0,711009174","0,096330275","0,082568807","0,293577982",0,"0,637614679","0,013761468","0,091743119","0,073394495",3.0,T,76.0,0.053961,127.191889,,,,,
2368,PP19,3.0,T,20121019T162700000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,114.0,94.0,0.0,47.0,0.0,25.0,0.0,0.0,3,"0,926863016","0,705783283","0,020756031","0,102202105","0,005307877","0,022074187","2,14E-04","0,035517805","-0,093239545","-13,81653465","-9,339196827","-3,515246165","0,299492386","0,015228426","0,035532995","0,005076142","0,76142132","0,126903553",0,"0,598984772","0,319796954","0,005076142","0,527918782","0,035532995","0,385786802",0,0,"0,456852792","0,340101523","0,319796954",0,"0,096446701","0,47715736","0,187817259",0,"0,421319797",0,"0,781725888","0,060913706","0,045685279","0,284263959",3.0,T,999.0,999.0,135.771433,,,,,
2369,PP19,3.0,T,20121019T162800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,118.0,88.0,0.0,42.0,0.0,25.0,0.0,0.0,3,"0,899135149","0,737491083","0,005835816","0,083965669","0,002891532","0,030460518","2,56E-04","0,00567585","-0,078892462","-15,00452501","-10,57187453","-0,306998999","0,209677419","0,225806452","0,016129032","0,161290323","0,612903226","0,053763441","0,075268817","0,559139785","0,311827957","0,043010753","0,779569892","0,129032258","0,037634409",0,0,"0,048387097","0,102150538","0,172043011",0,"0,419354839","0,521505376","0,059139785",0,"0,091397849",0,"0,424731183","0,177419355","0,037634409","0,247311828",3.0,T,999.0,999.0,136.609919,,,,,
2370,PP19,3.0,T,20121019T162900000,2.0,2.0,0.0,0.0,0.0,0.0,1272106193069780.0,1272.0,145.0,94.0,51.0,0.0,32.0,0.0,16.0,0.0,0.0,3,"0,911265377","0,749419346","0,013604634","0,102232467","0,008530263","0,011544769","1,11E-04","0,015603349","-0,092228414","-16,48119925","-8,693310721","-2,843475539","0,13215859",0,"0,008810573","0,004405286","0,709251101","0,088105727",0,"0,726872247","0,211453744","0,017621145","0,242290749","0,273127753","0,118942731",0,0,"0,114537445","0,176211454","0,233480176",0,"0,013215859","0,414096916","0,154185022",0,"0,370044053",0,"0,290748899","0,061674009","0,101321586","0,030837004",3.0,T,999.0,999.0,147.929136,,,,,
2371,PP19,3.0,T,20121019T163000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,94.0,89.0,0.0,65.0,0.0,17.0,0.0,0.0,3,"0,910635691","0,647473409","0,014469606","0,084160916","0,003195431","0,007458652","9,77E-04","0,022109705","-0,076159761","-13,01144172","-9,257865222","-0,999967211","0,5","0,099056604","0,004716981","0,014150943","0,603773585","0,028301887","0,099056604","0,811320755","0,136792453","0,009433962","0,830188679","0,004716981","0,174528302",0,"0,018867925","0,174528302","0,311320755","0,462264151",0,"0,009433962","0,627358491","0,014150943",0,"0,075471698",0,"1,306603774","0,004716981","0,023584906","0,094339623",3.0,T,999.0,999.0,155.459292,,,,,
2372,PP19,3.0,T,20121019T163100000,7.0,5.0,0.0,0.0,0.0,1.0,2920639852643690.0,2921.0,192.0,127.0,65.0,0.0,30.0,0.0,24.0,0.0,0.0,3,"0,905827134","0,509338842","0,00161409","0,151101381","0,003676656","0,006160558","0,004674045","0,121122131","-0,224044327","-9,170990232","-7,64395653","-2,858909424","0,44","0,11","0,01",0,"0,53","0,2","0,09","0,91","0,03","0,02","1,2","0,71","0,79","0,04","0,07","0,09","1,31","1,02","0,02","0,46","0,43","0,11",0,"0,08",0,"1,31",0,0,"0,32",3.0,T,999.0,999.0,144.657559,,,,,
2373,PP19,3.0,T,20121019T163200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,70.0,40.0,0.0,24.0,0.0,12.0,0.0,0.0,3,"0,92871405","0,723157316","0,002294585","0,183078395","0,007369749","0,017310638","1,53E-04","0,006929365","-0,181096755","-14,69906107","-10,69118422","-0,95641071","0,219047619",0,"0,076190476",0,"0,857142857","0,019047619",0,"0,523809524","0,428571429",0,"0,276190476","0,266666667","0,019047619",0,0,"0,60952381","0,180952381","0,19047619",0,0,"0,704761905",0,0,"0,123809524",0,"0,514285714","0,276190476",0,"0,20952381",3.0,T,999.0,999.0,130.365422,,,,,
2374,PP19,3.0,T,20121019T163300000,2.0,2.0,0.0,0.0,0.0,0.0,1.59570509862086e+16,15957.0,160.0,92.0,68.0,0.0,49.0,0.0,19.0,0.0,0.0,3,"0,904030978","0,689403279","0,01739216","0,059978087","0,005695789","0,018112021","5,09E-04","0,024027288","-0,062022922","-13,12759669","-9,679784307","-0,427707768","0,32038835","0,252427184","0,058252427","0,048543689","0,466019417","0,106796117","0,009708738","0,601941748","0,330097087","0,009708738","0,40776699",0,"0,32038835",0,0,"0,213592233","0,174757282","0,126213592",0,0,"0,368932039","0,310679612","0,067961165","0,252427184",0,"0,932038835","0,194174757","0,038834951","0,378640777",3.0,T,999.0,999.0,133.193366,,,,,
2375,PP19,3.0,T,20121019T163400000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,119.0,69.0,0.0,43.0,0.0,22.0,0.0,0.0,3,"0,939801738","0,750316091","0,003310843","0,052396432","0,005525588","0,003533894","1,23E-04","0,003479864","-0,049207028","-15,30013383","-9,134819604","-3,020452813","0,301886792",0,0,0,"0,981132075","0,075471698",0,"0,867924528","0,113207547",0,0,0,"0,075471698",0,0,"1,150943396",0,0,0,0,"0,849056604",0,0,0,0,"0,58490566","0,20754717",0,0,3.0,T,999.0,999.0,144.535686,,,,,
2376,PP19,3.0,T,20121019T163500000,4.0,4.0,0.0,0.0,0.0,0.0,3.37933842263612e+16,33793.0,132.0,67.0,65.0,1.0,44.0,0.0,14.0,0.0,0.0,3,"0,920148701","0,622185814","0,005215021","0,073565867","0,007204928","0,03072403","3,64E-04","0,014005614","-0,070195625","-8,975701485","-9,248340125","-1,998837389","0,598726115","0,076433121","0,01910828","0,012738854","0,707006369","0,159235669",0,"0,636942675","0,248407643","0,01910828","0,738853503","0,101910828","0,305732484","0,044585987",0,"0,044585987","0,312101911","0,503184713",0,"0,076433121","1,044585987","0,50955414",0,"0,222929936","0,025477707","1,560509554","0,012738854",0,"0,229299363",3.0,T,999.0,999.0,151.497775,,,,,
2377,PP19,3.0,T,20121019T163600000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,149.0,85.0,0.0,56.0,0.0,25.0,0.0,0.0,3,"0,896556239","0,698123967","0,01006891","0,090143231","0,005576386","0,008883807","3,03E-04","0,004887628","-0,080854592","-14,22831577","-10,93151144","0,911411889","0,300492611","0,374384236","0,108374384","0,162561576","0,418719212","0,073891626","0,004926108","0,532019704","0,389162562","0,019704433","0,133004926","0,266009852","0,113300493","0,009852217","0,004926108","0,162561576","0,009852217","0,078817734",0,"0,246305419","0,236453202","0,0591133","0,024630542","0,142857143",0,"0,743842365","0,004926108",0,"0,738916256",3.0,T,999.0,999.0,156.856934,,,,,
2378,PP19,3.0,T,20121019T163700000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,107.0,79.0,19.0,34.0,0.0,22.0,0.0,0.0,3,"0,937045545","0,796478869","0,006111456","0,030243577","0,020422059","0,01245806","1,28E-04","0,005522278","-0,036366026","-12,47196334","-10,35583731","-3,446098894","0,480662983","0,033149171","0,049723757","0,027624309","0,856353591","0,049723757",0,"0,453038674","0,502762431","0,005524862","0,337016575",0,"0,044198895",0,0,"0,370165746",0,0,0,0,"0,928176796","0,033149171",0,"0,464088398","0,016574586","1,35359116",0,"0,016574586","0,26519337",3.0,T,999.0,999.0,153.177721,,,,,
2379,PP19,3.0,T,20121019T163800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,132.0,76.0,0.0,49.0,0.0,22.0,0.0,0.0,3,"0,888624015","0,65721467","0,005613139","0,079617271","0,007350872","0,082459216","0,005254028","0,016979902","-0,081174049","-11,58905876","-8,607026182","0,975318218","0,572916667","0,15625","0,072916667","0,260416667","0,364583333","0,104166667","0,03125","0,510416667","0,375","0,03125","0,322916667","0,84375","0,427083333",0,0,"0,21875","0,020833333","0,09375",0,"0,010416667","0,59375","0,0625",0,"0,052083333",0,"1,65625","0,21875",0,"0,385416667",3.0,T,999.0,999.0,160.949658,,,,,
2380,PP19,3.0,T,20121019T163900000,4.0,4.0,0.0,0.0,0.0,0.0,3085626725720710.0,3086.0,177.0,120.0,57.0,0.0,23.0,0.0,22.0,0.0,0.0,3,"0,836848409","0,447006727","0,008600467","0,18435639","0,001017698","0,03281871","8,29E-04","0,017636508","-0,179037631","-8,666816864","-8,398553485","1,635233182","0,909090909","0,757575758",0,"0,333333333","0,090909091",0,"0,03030303","0,848484848",0,"0,03030303","0,515151515","0,212121212","0,424242424",0,0,0,"0,333333333","0,333333333",0,0,"1,393939394","0,03030303",0,0,0,"2,515151515","0,484848485",0,1,3.0,T,999.0,999.0,158.615607,,,,,
2381,PP19,3.0,T,20121019T164000000,16.0,9.0,0.0,1.0,4.0,1.0,8859561648795.0,9.0,134.0,90.0,44.0,0.0,29.0,0.0,13.0,2.0,0.0,3,"0,86810935","0,344423349","0,003276774","0,073231609","0,010448853","0,03125751","0,001726312","0,118258331","-0,1362098","-8,821967162","-8,21720512","-0,828816949","0,529411765","0,18487395","0,033613445",0,"0,336134454","0,210084034","0,042016807","0,840336134","0,050420168",0,"0,739495798","0,218487395","0,915966387","0,092436975","0,042016807","0,159663866","1,613445378","2,117647059",0,"0,042016807","1,403361345","0,294117647","0,100840336",0,0,"1,56302521","0,193277311",0,"0,243697479",3.0,T,999.0,999.0,158.502294,,,,,
2382,PP19,3.0,T,20121019T164100000,16.0,14.0,0.0,0.0,0.0,1.0,6783464035096340.0,6783.0,59.0,25.0,34.0,0.0,6.0,0.0,5.0,1.0,1.0,3,"0,837295542","0,254112792","0,054644814","0,16181589","0,022577511","0,014424105","0,010558104","0,389501572","-0,428903028","-5,582890595","-5,264115434","-1,340801552","0,655844156","0,142857143","0,012987013","0,201298701","0,324675325","0,571428571","0,012987013","0,383116883","0,019480519","0,064935065","0,74025974","0,103896104","0,818181818","0,116883117","0,181818182","0,207792208","2,175324675","2,344155844",0,"0,090909091","0,142857143","0,590909091","0,025974026",0,0,"1,824675325",0,"0,402597403","0,155844156",3.0,T,999.0,999.0,159.750039,,,,,
2383,PP19,3.0,T,20121019T164200000,20.0,14.0,0.0,0.0,0.0,3.0,1.08148859517777e+16,10815.0,9.0,3.0,6.0,0.0,4.0,0.0,0.0,4.0,1.0,3,"0,882944678","0,472430238","0,00511053","0,086268691","0,006796516","0,010299902","5,56E-04","0,227151158","-0,278828014","-10,3812644","-5,837779118","-2,990030358","0,556149733","0,128342246","0,085561497","0,22459893","0,347593583","0,454545455",0,"0,486631016","0,171122995","0,016042781","0,572192513","0,368983957","0,604278075",0,"0,053475936","0,288770053","1,28342246","1,35828877",0,"0,048128342","0,272727273","0,203208556",0,"0,144385027",0,"1,406417112",0,0,"0,315508021",3.0,T,999.0,999.0,162.385675,,,,,
2384,PP19,3.0,T,20121019T164300000,4.0,4.0,0.0,0.0,0.0,0.0,2543791440913390.0,2544.0,186.0,116.0,70.0,0.0,40.0,0.0,17.0,0.0,0.0,3,"0,860597317","0,592236759","0,003917856","0,1417128","0,005454466","0,012840155","3,36E-04","0,056196487","-0,161468811","-13,30264428","-10,14145041","0,736159338","0,272321429","0,3125","0,017857143","0,013392857","0,5","0,022321429","0,026785714","0,544642857","0,21875","0,035714286","1,1875","0,34375","0,084821429",0,0,"0,151785714","1,196428571","1,15625",0,"0,017857143","0,678571429","0,017857143",0,"0,241071429",0,"0,575892857","0,017857143",0,"0,196428571",3.0,T,999.0,999.0,166.437726,,,,,
2385,PP19,3.0,T,20121019T164400000,8.0,3.0,0.0,1.0,0.0,2.0,5455170565490160.0,5455.0,159.0,111.0,48.0,0.0,11.0,2.0,19.0,0.0,0.0,3,"0,913273445","0,7142638","0,015594004","0,042482866","0,017858086","0,0086412","1,38E-04","0,049263104","-0,070689842","-14,49393242","-9,667890533","-0,459300509","0,31838565","0,165919283","0,040358744","0,085201794","0,542600897","0,098654709","0,049327354","0,609865471","0,30941704","0,004484305","0,165919283",0,"0,331838565","0,013452915","0,00896861","0,766816143","0,33632287","0,358744395",0,"0,067264574","0,134529148","0,00896861","0,01793722","0,33632287",0,"0,65470852",0,"0,170403587","0,269058296",3.0,T,999.0,999.0,170.433685,,,,,
2386,PP19,3.0,T,20121019T164500000,10.0,8.0,0.0,0.0,0.0,1.0,4030692878371670.0,4031.0,91.0,68.0,23.0,0.0,15.0,0.0,6.0,2.0,1.0,3,"0,885505866","0,577192113","0,013924342","0,126792843","0,00510662","0,017925704","6,14E-04","0,071322975","-0,147941432","-8,99024493","-8,897492879","-0,428537553","0,337016575","0,104972376","0,033149171","0,022099448","0,607734807","0,049723757","0,093922652","0,740331492","0,165745856","0,011049724","1,580110497","0,038674033","0,066298343","0,049723757",0,"0,198895028","1,082872928","1,193370166",0,"0,348066298","0,55801105","0,077348066",0,"0,022099448",0,"0,928176796","0,08839779","0,016574586","0,143646409",3.0,T,999.0,999.0,171.958444,,,,,
2387,PP19,3.0,T,20121019T164600000,6.0,6.0,0.0,0.0,0.0,0.0,4176690478424970.0,4177.0,131.0,86.0,45.0,0.0,31.0,0.0,11.0,0.0,0.0,3,"0,908530198","0,630339338","0,01211195","0,106978847","0,006175117","0,022683526","5,50E-04","0,024331178","-0,097890686","-10,32274023","-9,706197013","-1,540458286","0,389140271","0,108597285","0,004524887","0,013574661","0,547511312","0,085972851","0,027149321","0,597285068","0,316742081","0,022624434","1,208144796","0,547511312","0,271493213","0,013574661",0,"0,375565611","0,470588235","0,457013575",0,"0,063348416","0,877828054","0,497737557","0,004524887","0,2760181",0,"0,932126697",0,"0,018099548","0,194570136",3.0,T,999.0,999.0,999.0,,added,,,
2388,PP19,3.0,T,20121019T164700000,28.0,16.0,0.0,2.0,0.0,5.0,1.6003674520878e+16,16004.0,103.0,64.0,39.0,0.0,27.0,2.0,9.0,0.0,0.0,3,"0,901960277","0,634365835","0,002626768","0,130531847","0,00991081","0,02474465","1,39E-04","0,040721084","-0,141676617","-14,71213367","-9,596520789","-1,461678661","0,236180905","0,115577889","0,010050251","0,015075377","0,653266332","0,040201005","0,005025126","0,733668342","0,201005025",0,"1,005025126","0,135678392","0,175879397","0,020100503",0,"0,201005025","0,59798995","0,572864322",0,"0,005025126","0,854271357","0,095477387",0,"0,055276382",0,"0,552763819","0,030150754","0,005025126","0,105527638",3.0,T,999.0,999.0,999.0,,added,,,
2389,PP19,3.0,T,20121019T164800000,13.0,6.0,1.0,0.0,0.0,3.0,1.11941925665365e+16,11194.0,148.0,83.0,65.0,0.0,51.0,0.0,13.0,1.0,1.0,3,"0,868700643","0,478211833","0,003923269","0,073334443","0,007597666","0,073473458","3,73E-04","0,061894067","-0,100315202","-10,99862255","-10,07748579","-0,921234915","0,535031847","0,171974522","0,050955414",0,"0,624203822","0,101910828","0,133757962","0,598726115","0,25477707","0,038216561","1,585987261","0,318471338","0,23566879","0,063694268","0,031847134","0,248407643","1,152866242","1,050955414",0,"0,01910828","0,566878981","0,031847134",0,"0,133757962",0,"1,477707006","0,044585987",0,"0,21656051",3.0,T,999.0,999.0,999.0,,added,,,
2390,PP19,3.0,T,20121019T164900000,28.0,22.0,0.0,0.0,0.0,3.0,1.50998793407846e+16,15100.0,88.0,55.0,33.0,5.0,15.0,2.0,7.0,4.0,3.0,3,"0,886110122","0,481044725","0,006828889","0,142572502","0,006400123","0,005390621","6,25E-04","0,0993982","-0,186695033","-11,78790352","-9,160732857","0,48416346","0,472636816","0,139303483","0,07960199","0,119402985","0,383084577","0,054726368","0,174129353","0,731343284","0,084577114","0,039800995","1,039800995","0,303482587","0,099502488",0,0,"0,104477612","1,542288557","1,452736318","0,009950249","0,253731343","0,507462687","0,069651741",0,"0,099502488",0,"1,422885572",0,"0,004975124","0,2039801",3.0,T,999.0,999.0,999.0,,added,,,
2391,PP19,3.0,T,20121019T165000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,148.0,62.0,0.0,39.0,0.0,21.0,0.0,0.0,3,"0,936819361","0,743015941","0,003566467","0,070089038","0,017191909","0,023999686","1,18E-04","0,002214222","-0,068750238","-22,31239516","-11,39557228","-1,182438305","0,064039409",0,"0,009852217",0,"0,9408867","0,034482759",0,"0,36453202","0,596059113",0,"0,167487685","0,24137931",0,0,0,"0,541871921",0,"0,014778325",0,0,"0,064039409",0,0,"0,177339901",0,"0,192118227",0,0,"0,014778325",3.0,T,999.0,999.0,999.0,,added,,,
2392,PP20,1.0,R,20121029T130700000,1.0,1.0,0.0,0.0,0.0,0.0,8044936295583700.0,8045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,"0,951333676","0,939346191","0,026429688","0,001392321","0,011449562","0,001377282","0,006709456","0,001322807","0,013303701","-19,62677666","-6,005278013","-0,580346015","0,021008403",0,0,"0,31512605","0,008403361",0,0,"0,962184874","0,008403361",0,0,0,0,"0,004201681",0,0,"0,008403361",0,0,0,0,"0,004201681",0,"0,235294118",0,"0,033613445",0,0,0,1.0,R,999.0,999.0,337.235127,,,,,
2393,PP20,1.0,R,20121029T130800000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"0,951226125","0,970209714","0,007791783","3,91E-04","0,014365106","0,001766084","0,007447651","7,85E-05","-0,006886804","-20,55574529","-6,792246967","0,388878523",0,0,0,"0,0125","0,054166667",0,0,"0,983333333",0,0,0,0,0,"0,0125",0,0,0,0,0,0,0,0,0,"0,4",0,0,0,0,0,1.0,R,999.0,999.0,438.004596,,,,,
2394,PP20,1.0,R,20121029T130900000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"0,952391278","0,974673267","0,009256472","3,58E-04","0,018466652","0,001909969","0,004952899","8,90E-05","-0,00921018","-20,32195608","-4,858962592","5,353047165",0,0,"0,004166667","0,1","0,016666667",0,0,"0,9875","0,008333333",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,366666667",0,0,0,0,"0,008333333",1.0,R,999.0,999.0,641.72461,,,,,
2395,PP20,1.0,R,20121029T131000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"0,950456462","0,978603108","0,005739159","3,18E-04","0,022473445","0,002538911","0,003325672","1,12E-04","-0,01679304","-19,65111941","-5,010205586","8,841661962",0,0,0,"0,033472803",0,0,0,"0,933054393","0,029288703",0,0,0,0,"0,033472803",0,0,0,0,0,0,0,0,0,"0,920502092",0,0,0,0,0,1.0,R,999.0,999.0,683.648688,,,,,
2396,PP20,1.0,R,20121029T131100000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"0,946321888","0,978440605","0,010151113","5,38E-04","0,020558431","0,0026349","0,001896142","2,25E-04","-0,010652776","-20,39575392","-7,444192446","8,244404639",0,"0,033333333","0,016666667","0,016666667","0,004166667",0,0,"0,404166667","0,5625",0,0,0,0,0,0,"0,025",0,0,0,0,0,0,0,"0,2375",0,0,0,0,"0,05",1.0,R,999.0,999.0,456.2906,,,,,
2397,PP20,1.0,R,20121029T131200000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"0,942926568","0,983704475","0,007215201","1,85E-04","0,02782352","0,002749723","0,001425686","1,07E-04","-0,020608319","-22,959263","-7,625062596","9,964596108",0,0,0,0,0,0,0,"0,216666667","0,766666667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,216666667",0,0,0,0,0,1.0,R,999.0,999.0,239.071102,,,,,
2398,PP20,1.0,N,20121029T131800000,7.0,3.0,1.0,0.0,1.0,1.0,363796403401534.0,364.0,15.0,8.0,7.0,0.0,2.0,0.0,1.0,0.0,4.0,1,"0,939348812","0,842337661","0,032332847","0,021784785","0,005560893","0,026599485","0,008886895","0,001495495","0,00568205","-11,55205459","-3,821208005","-0,154496977","0,290598291","0,188034188","0,153846154","0,012820513","0,653846154","0,047008547",0,"0,769230769","0,047008547","0,081196581","0,094017094",0,"0,158119658",0,"0,034188034",0,0,"0,038461538","0,243589744","0,081196581",0,"0,012820513",0,"0,025641026",0,"0,816239316","0,162393162",0,"0,628205128",1.0,N,999.0,999.0,252.795078,,,,,
