PP;Blok;Condition;timestamp;Squality;Sneutral;Shappy;Ssad;Sangry;Ssurprised;Sscared;Sdisgusted;Svalence;SyHeadOrientation;SxHeadOrientation;SzHeadOrientation;SmouthOpen;SleftEyeClosed;SrightEyeClosed;SleftEyebrowLowered;SleftEyebrowRaised;SrightEyebrowLowered;SrightEyebrowRaised;SgazeDirectionForward;SgazeDirectionLeft;SgazeDirectionRight;SAu01_InnerBrowRaiser;SAu02_OuterBrowRaiser;SAu04_BrowLowerer;SAu05_UpperLidRaiser;SAu06_CheekRaiser;SAu07_LidTightener;SAu09_NoseWrinkler;SAu10_UpperLipRaiser;SAu12_LipCornerPuller;SAu14_Dimpler;SAu15_LipCornerDepressor;SAu17_ChinRaiser;SAu20_LipStretcher;SAu23_LipTightener;SAu24_LipPressor;SAu25_LipsPart;SAu26_JawDrop;SAu27_MouthStretch;SAu43_EyesClosed;;
PP14;2;I;20121010T143500000;0,931178;0,937717;0,002515;0,018140;0,035518;0,026372;0,000010;0,026027;-0,053053;-14,763848;4,053805;-3,349400;0,021505;0,059140;0,021505;0,494624;0,010753;0,569892;0,000000;0,811828;0,010753;0,032258;0,000000;0,000000;0,268817;0,000000;0,005376;1,838710;0,150538;0,301075;0,000000;0,123656;0,381720;0,365591;0,000000;0,182796;0,000000;0,053763;0,021505;0,000000;0,193548;;
PP14;2;I;20121010T143600000;0,906294;0,752067;0,009080;0,024071;0,166961;0,012174;0,000014;0,086765;-0,174157;-17,331952;2,382989;-2,612084;0,014925;0,000000;0,009950;0,636816;0,059701;0,800995;0,000000;0,706468;0,000000;0,009950;0,004975;0,059701;0,189055;0,000000;0,004975;2,835821;0,009950;0,283582;0,000000;0,054726;0,407960;0,298507;0,029851;2,258706;0,000000;0,029851;0,054726;0,000000;0,014925;;
PP14;2;I;20121010T143700000;0,926461;0,844459;0,002752;0,027551;0,034655;0,018930;0,000019;0,023293;-0,054844;-9,567762;4,528700;0,657913;0,000000;0,069364;0,034682;0,369942;0,000000;0,213873;0,000000;0,710983;0,011561;0,063584;0,023121;0,011561;0,416185;0,000000;0,023121;1,595376;0,797688;0,017341;0,000000;0,306358;0,589595;0,601156;0,196532;0,028902;0,040462;0,000000;0,005780;0,000000;0,312139;;
PP14;2;I;20121010T143800000;0,930179;0,891064;0,001619;0,022206;0,064471;0,031079;0,000020;0,019255;-0,077232;-14,379348;3,230667;-1,647584;0,000000;0,046025;0,033473;0,359833;0,066946;0,569038;0,000000;0,790795;0,004184;0,037657;0,000000;0,004184;0,096234;0,000000;0,012552;1,313808;0,414226;0,054393;0,000000;0,004184;0,343096;0,071130;0,000000;0,447699;0,000000;0,000000;0,000000;0,000000;0,317992;;
PP14;2;I;20121010T143900000;0,921508;0,693480;0,003496;0,027533;0,091613;0,027858;0,000027;0,082862;-0,127718;-10,480176;4,353625;-1,336596;0,004167;0,070833;0,050000;0,570833;0,012500;0,658333;0,000000;0,870833;0,000000;0,008333;0,029167;0,070833;1,175000;0,000000;0,000000;0,412500;0,945833;0,083333;0,000000;0,108333;0,791667;0,658333;0,020833;0,233333;0,000000;0,004167;0,091667;0,000000;0,300000;;
PP14;2;I;20121010T144000000;0,921349;0,742627;0,000672;0,021599;0,053465;0,063266;0,000174;0,049546;-0,086707;-10,271265;4,131102;-1,420175;0,189427;0,035242;0,044053;0,255507;0,026432;0,414097;0,000000;0,726872;0,017621;0,074890;0,008811;0,414097;0,365639;0,004405;0,000000;0,731278;1,162996;0,110132;0,000000;0,004405;0,726872;0,607930;0,044053;0,546256;0,000000;0,356828;0,440529;0,000000;0,167401;;
PP14;2;I;20121010T144100000;0,928660;0,931979;0,003921;0,013103;0,023858;0,038240;0,000047;0,013654;-0,028805;-10,736953;1,587854;-0,453174;0,004545;0,040909;0,050000;0,395455;0,000000;0,422727;0,000000;0,713636;0,050000;0,027273;0,000000;0,004545;0,322727;0,004545;0,013636;1,250000;0,377273;0,036364;0,000000;0,113636;0,218182;0,309091;0,009091;0,431818;0,000000;0,004545;0,040909;0,000000;0,400000;;
PP14;2;I;20121010T144200000;0,943304;0,925686;0,034186;0,009576;0,021550;0,056618;0,000061;0,008061;0,010316;-11,078229;2,187564;-0,684319;0,151261;0,025210;0,016807;0,239496;0,000000;0,449580;0,000000;0,873950;0,000000;0,012605;0,000000;0,075630;0,348739;0,000000;0,231092;0,327731;0,340336;0,000000;0,021008;0,096639;0,155462;0,033613;0,000000;0,285714;0,000000;0,239496;0,260504;0,000000;0,138655;;
PP14;2;I;20121010T144300000;0,924401;0,917807;0,012488;0,015279;0,059430;0,038367;0,000168;0,007350;-0,052609;-12,877678;3,395226;0,423100;0,016667;0,129167;0,012500;0,466667;0,008333;0,529167;0,000000;0,812500;0,000000;0,045833;0,000000;0,025000;0,795833;0,000000;0,000000;0,225000;0,441667;0,000000;0,000000;0,075000;0,079167;0,012500;0,000000;0,112500;0,000000;0,016667;0,075000;0,000000;0,079167;;
PP14;2;I;20121010T144400000;0,935197;0,868756;0,038968;0,041533;0,023690;0,028294;0,000073;0,008263;-0,015198;-10,573150;-0,371031;0,650174;0,037975;0,059072;0,033755;0,417722;0,008439;0,561181;0,008439;0,831224;0,029536;0,000000;0,126582;0,084388;0,936709;0,004219;0,270042;0,734177;0,021097;0,000000;0,000000;0,059072;0,345992;0,004219;0,139241;0,586498;0,000000;0,105485;0,000000;0,000000;0,130802;;
PP14;2;I;20121010T144500000;0,936401;0,847541;0,001394;0,006311;0,038095;0,036352;0,000111;0,103973;-0,115529;-9,938904;2,851818;1,890407;0,034043;0,017021;0,012766;0,693617;0,000000;0,685106;0,000000;0,829787;0,059574;0,004255;0,012766;0,072340;1,302128;0,123404;0,004255;2,404255;0,940426;0,208511;0,000000;0,038298;0,723404;0,255319;0,038298;0,446809;0,000000;0,034043;0,140426;0,000000;0,106383;;
PP14;2;I;20121010T144600000;0,915270;0,827379;0,001170;0,030672;0,049708;0,023070;0,000158;0,030926;-0,071017;-12,750462;3,131439;1,769408;0,004717;0,033019;0,056604;0,311321;0,004717;0,584906;0,000000;0,877358;0,009434;0,014151;0,014151;0,004717;0,533019;0,000000;0,000000;1,273585;0,754717;0,000000;0,000000;0,023585;0,320755;0,353774;0,009434;0,669811;0,000000;0,004717;0,004717;0,042453;0,155660;;
PP14;2;I;20121010T144700000;0,908979;0,835696;0,002473;0,045290;0,037231;0,017391;0,000076;0,022757;-0,065911;-12,290096;3,662831;4,211184;0,000000;0,108333;0,058333;0,162500;0,012500;0,266667;0,000000;0,812500;0,033333;0,012500;0,004167;0,000000;0,154167;0,000000;0,000000;1,750000;0,416667;0,000000;0,000000;0,004167;0,258333;0,250000;0,029167;1,654167;0,004167;0,000000;0,000000;0,000000;0,287500;;
PP14;2;I;20121010T144800000;0,921595;0,721578;0,000803;0,075862;0,014595;0,033163;0,000152;0,019739;-0,084771;-9,566631;3,870261;2,288913;0,017778;0,044444;0,071111;0,195556;0,000000;0,600000;0,000000;0,835556;0,026667;0,017778;0,004444;0,124444;0,893333;0,115556;0,000000;0,866667;0,431111;0,035556;0,000000;0,115556;2,071111;0,302222;0,008889;1,000000;0,000000;0,040000;0,097778;0,000000;0,240000;;
PP14;2;I;20121010T144900000;0,926069;0,852452;0,001148;0,048928;0,012421;0,035688;0,000121;0,004945;-0,054932;-12,596986;4,712583;-1,333415;0,000000;0,021930;0,030702;0,412281;0,000000;0,192982;0,000000;0,750000;0,039474;0,157895;0,000000;0,035088;0,114035;0,184211;0,000000;0,438596;0,078947;0,026316;0,000000;0,258772;0,561404;0,521930;0,000000;0,618421;0,000000;0,000000;0,013158;0,000000;0,100877;;
PP14;2;I;20121010T145000000;0,913654;0,871839;0,002806;0,062671;0,020596;0,023519;0,000029;0,007593;-0,066222;-13,589387;2,354474;1,174750;0,000000;0,041096;0,009132;0,406393;0,000000;0,310502;0,000000;0,844749;0,031963;0,018265;0,009132;0,000000;0,178082;0,004566;0,000000;0,748858;0,018265;0,045662;0,000000;0,013699;0,397260;0,255708;0,000000;1,036530;0,004566;0,000000;0,004566;0,000000;0,141553;;
PP14;2;I;20121010T145100000;0,875186;0,757672;0,004823;0,042190;0,035314;0,077109;0,000175;0,040806;-0,075408;-6,797278;4,654073;-1,732071;0,000000;0,094059;0,059406;0,485149;0,000000;0,153465;0,000000;0,693069;0,014851;0,084158;0,004950;0,034653;0,475248;0,227723;0,188119;0,148515;0,891089;0,019802;0,004950;0,103960;0,123762;1,435644;0,014851;0,579208;0,000000;0,000000;0,029703;0,000000;0,351485;;
PP14;2;I;20121010T145200000;0,896930;0,856824;0,001596;0,029874;0,032349;0,022345;0,000016;0,030877;-0,058317;-7,487101;3,647171;2,384684;0,000000;0,082969;0,096070;0,296943;0,000000;0,043668;0,000000;0,646288;0,030568;0,139738;0,117904;0,000000;0,144105;0,100437;0,000000;0,585153;1,458515;0,113537;0,000000;0,283843;0,065502;2,000000;0,008734;0,672489;0,013100;0,000000;0,017467;0,004367;0,327511;;
PP14;2;I;20121010T145300000;0,890128;0,706299;0,000419;0,067997;0,027407;0,027152;0,000013;0,025378;-0,084236;-8,653379;3,404066;2,152799;0,013158;0,026316;0,000000;0,241228;0,000000;0,100877;0,000000;0,828947;0,008772;0,070175;0,122807;0,000000;0,135965;0,057018;0,000000;0,210526;1,144737;0,017544;0,000000;0,135965;0,438596;1,561404;0,000000;0,859649;0,000000;0,013158;0,140351;0,000000;0,114035;;
PP14;2;I;20121010T145400000;0,885318;0,737201;0,001894;0,160199;0,012333;0,033666;0,000079;0,019548;-0,165459;-9,026921;2,995453;1,941142;0,000000;0,084416;0,110390;0,136364;0,000000;0,058442;0,019481;0,733766;0,000000;0,084416;0,136364;0,000000;0,194805;0,188312;0,006494;0,370130;0,603896;0,000000;0,000000;0,370130;0,214286;1,253247;0,064935;1,616883;0,000000;0,000000;0,000000;0,000000;0,603896;;
PP14;2;I;20121010T145500000;0,901798;0,672900;0,001149;0,186285;0,023436;0,038431;0,000135;0,011325;-0,185412;-9,301855;5,775414;6,603046;0,006061;0,042424;0,145455;0,187879;0,000000;0,090909;0,000000;0,721212;0,018182;0,018182;0,260606;0,048485;0,478788;0,018182;0,000000;0,139394;1,109091;0,000000;0,000000;0,436364;0,060606;0,812121;0,000000;0,563636;0,000000;0,006061;0,012121;0,000000;0,612121;;
PP14;2;I;20121010T145600000;0,929188;0,807995;0,001802;0,133327;0,017164;0,028380;0,000028;0,006393;-0,136255;-14,129760;1,871817;1,558035;0,000000;0,017167;0,008584;0,133047;0,072961;0,244635;0,000000;0,785408;0,034335;0,064378;0,025751;0,004292;0,060086;0,030043;0,000000;0,798283;0,051502;0,000000;0,000000;0,004292;0,163090;0,300429;0,000000;0,832618;0,000000;0,000000;0,025751;0,000000;0,072961;;
PP14;2;I;20121010T145700000;0,920780;0,802925;0,002527;0,154365;0,028072;0,029088;0,000066;0,003975;-0,156601;-12,942484;4,962402;5,717992;0,000000;0,016667;0,020833;0,087500;0,000000;0,054167;0,000000;0,700000;0,062500;0,100000;0,129167;0,000000;0,095833;0,004167;0,004167;0,116667;0,058333;0,000000;0,000000;0,529167;0,125000;0,212500;0,000000;0,841667;0,000000;0,000000;0,037500;0,000000;0,170833;;
PP14;2;I;20121010T145800000;0,900819;0,676329;0,002816;0,146969;0,039017;0,023869;0,000055;0,020065;-0,156162;-12,440049;1,051678;0,614848;0,004367;0,004367;0,034934;0,366812;0,004367;0,113537;0,000000;0,781659;0,052402;0,013100;0,026201;0,030568;0,161572;0,000000;0,078603;0,550218;0,379913;0,000000;0,000000;0,227074;0,362445;1,157205;0,004367;1,065502;0,000000;0,004367;0,026201;0,000000;0,288210;;
PP14;2;I;20121010T145900000;0,904673;0,781682;0,004455;0,104226;0,035587;0,030363;0,000039;0,009670;-0,111424;-13,191890;4,160064;-0,069857;0,000000;0,033473;0,008368;0,263598;0,004184;0,146444;0,008368;0,569038;0,083682;0,234310;0,000000;0,000000;0,029289;0,025105;0,100418;0,430962;0,259414;0,000000;0,000000;0,485356;0,100418;0,912134;0,000000;1,694561;0,000000;0,000000;0,016736;0,000000;0,087866;;
PP14;2;I;20121010T150000000;0,917174;0,844965;0,000680;0,050043;0,026772;0,046981;0,000051;0,014165;-0,060965;-10,706801;3,921025;0,475579;0,046809;0,017021;0,034043;0,021277;0,012766;0,034043;0,000000;0,804255;0,008511;0,097872;0,136170;0,004255;0,076596;0,106383;0,000000;0,191489;0,617021;0,029787;0,000000;0,123404;0,004255;0,600000;0,000000;0,689362;0,000000;0,055319;0,076596;0,000000;0,076596;;
PP14;2;I;20121010T150100000;0,902922;0,635395;0,002065;0,152094;0,047167;0,036625;0,000032;0,030339;-0,164647;-12,687579;3,284330;1,339570;0,030568;0,039301;0,034934;0,087336;0,004367;0,061135;0,008734;0,799127;0,021834;0,039301;0,000000;0,000000;0,017467;0,000000;0,013100;0,327511;0,310044;0,000000;0,000000;0,030568;0,135371;0,825328;0,000000;1,292576;0,008734;0,030568;0,170306;0,000000;0,275109;;
PP14;2;I;20121010T150200000;0,877052;0,603537;0,007985;0,086926;0,075313;0,020875;0,000152;0,092774;-0,168264;-5,679534;-0,045079;0,184624;0,170984;0,051813;0,077720;0,740933;0,000000;0,725389;0,000000;0,735751;0,015544;0,025907;0,005181;0,010363;2,253886;0,015544;0,067358;0,538860;0,155440;0,005181;0,000000;0,352332;0,134715;3,041451;0,455959;1,010363;0,176166;0,487047;0,243523;0,155440;0,051813;;
PP14;2;I;20121010T150300000;0,932599;0,823768;0,000765;0,038978;0,052241;0,051549;0,000013;0,018836;-0,075767;-10,352432;4,803225;-0,726163;0,004184;0,020921;0,004184;0,288703;0,000000;0,276151;0,000000;0,799163;0,020921;0,112971;0,000000;0,000000;0,150628;0,008368;0,000000;0,677824;0,305439;0,000000;0,000000;0,071130;0,167364;0,707113;0,004184;0,669456;0,000000;0,004184;0,058577;0,000000;0,079498;;
PP14;2;I;20121010T150400000;0,881305;0,734989;0,014640;0,034217;0,059240;0,042808;0,000007;0,025615;-0,070651;-14,622668;2,035562;1,654977;0,232456;0,035088;0,030702;0,394737;0,013158;0,464912;0,000000;0,811404;0,035088;0,026316;0,004386;0,017544;0,578947;0,004386;0,000000;1,114035;0,561404;0,000000;0,000000;0,070175;0,057018;1,083333;0,070175;0,298246;0,052632;0,614035;0,043860;0,929825;0,285088;;
PP14;2;I;20121010T150500000;0,893922;0,692088;0,006886;0,050203;0,056941;0,025329;0,000005;0,090561;-0,129141;-10,027054;2,665325;1,710544;0,135135;0,022523;0,027027;0,783784;0,000000;0,423423;0,000000;0,743243;0,009009;0,022523;0,000000;0,018018;1,049550;0,009009;0,004505;1,027027;0,509009;0,009009;0,000000;0,022523;0,288288;1,504505;0,193694;1,022523;0,000000;0,283784;0,148649;0,351351;0,261261;;
PP14;2;I;20121010T150600000;0,920337;0,774899;0,002053;0,056373;0,064639;0,018130;0,000010;0,027691;-0,097813;-11,982689;1,465166;2,364730;0,000000;0,008333;0,008333;0,612500;0,000000;0,341667;0,000000;0,891667;0,012500;0,000000;0,000000;0,000000;0,145833;0,000000;0,008333;1,216667;0,112500;0,000000;0,000000;0,083333;0,145833;0,787500;0,000000;1,158333;0,000000;0,000000;0,012500;0,000000;0,125000;;
PP14;2;I;20121010T150700000;0,878741;0,643835;0,017955;0,137215;0,042867;0,009575;0,000065;0,020684;-0,133267;-10,730111;2,193163;1,288906;0,012987;0,030303;0,047619;0,424242;0,004329;0,341991;0,000000;0,766234;0,012987;0,099567;0,008658;0,004329;0,558442;0,008658;0,051948;0,766234;0,242424;0,000000;0,017316;0,051948;0,393939;1,878788;0,025974;1,242424;0,000000;0,017316;0,000000;0,000000;0,103896;;
PP14;2;I;20121010T150800000;0,899056;0,705131;0,017745;0,155185;0,021578;0,013774;0,000013;0,030364;-0,149456;-13,992054;-1,341507;-0,011896;0,019481;0,019481;0,012987;0,129870;0,000000;0,292208;0,000000;0,831169;0,051948;0,006494;0,000000;0,000000;0,162338;0,000000;0,006494;1,311688;0,142857;0,012987;0,000000;0,389610;0,350649;0,909091;0,162338;1,772727;0,000000;0,019481;0,038961;0,103896;0,207792;;
PP14;2;I;20121010T150900000;0,895213;0,590954;0,003620;0,266907;0,067824;0,008368;0,000008;0,033578;-0,317731;-17,360820;-0,853452;0,362560;0,000000;0,000000;0,000000;0,314894;0,000000;0,531915;0,000000;0,889362;0,008511;0,004255;0,000000;0,000000;0,029787;0,004255;0,004255;1,812766;0,051064;0,008511;0,000000;0,710638;0,085106;0,625532;0,004255;1,600000;0,000000;0,000000;0,000000;0,000000;0,034043;;
PP14;2;I;20121010T151000000;0,897357;0,766872;0,008588;0,041375;0,059379;0,017786;0,000018;0,021987;-0,079484;-18,872591;-0,124454;2,193259;0,000000;0,000000;0,000000;0,219178;0,123288;0,566210;0,013699;0,840183;0,009132;0,013699;0,013699;0,022831;0,073059;0,000000;0,004566;2,237443;0,041096;0,082192;0,000000;0,146119;0,114155;0,433790;0,013699;0,894977;0,004566;0,000000;0,004566;0,009132;0,068493;;
PP14;2;I;20121010T151100000;0,898880;0,559379;0,000651;0,087090;0,204955;0,027280;0,000102;0,105586;-0,267757;-11,890528;0,284537;2,752957;0,025316;0,059072;0,012658;0,409283;0,000000;0,531646;0,000000;0,881857;0,000000;0,000000;0,101266;0,156118;0,379747;0,000000;0,000000;1,894515;0,708861;0,004219;0,000000;0,050633;0,734177;0,936709;0,004219;2,227848;0,000000;0,042194;0,012658;0,113924;0,270042;;
PP14;2;I;20121010T151200000;0,920380;0,691426;0,002573;0,073197;0,103515;0,018295;0,000033;0,049781;-0,164953;-10,187671;1,036551;3,759903;0,000000;0,004167;0,008333;0,520833;0,000000;0,429167;0,000000;0,829167;0,070833;0,008333;0,020833;0,062500;0,870833;0,016667;0,000000;1,179167;0,108333;0,000000;0,000000;0,170833;1,004167;1,045833;0,062500;1,066667;0,000000;0,000000;0,004167;0,000000;0,154167;;
PP14;2;I;20121010T151300000;0,911649;0,677781;0,001526;0,100262;0,044836;0,018678;0,000012;0,024746;-0,125447;-10,219390;-1,498381;1,353080;0,000000;0,060606;0,004329;0,112554;0,082251;0,380952;0,004329;0,844156;0,034632;0,004329;0,125541;0,004329;0,134199;0,000000;0,008658;1,354978;0,398268;0,000000;0,000000;0,225108;0,861472;1,324675;0,051948;1,515152;0,000000;0,000000;0,000000;0,000000;0,251082;;
PP14;2;I;20121010T151400000;0,904410;0,664112;0,000735;0,146472;0,039061;0,019646;0,000027;0,013108;-0,163600;-9,034115;1,949347;1,922577;0,000000;0,063559;0,016949;0,216102;0,055085;0,224576;0,000000;0,750000;0,021186;0,042373;0,237288;0,059322;0,194915;0,000000;0,000000;0,754237;0,449153;0,000000;0,000000;0,228814;0,529661;1,118644;0,063559;1,779661;0,000000;0,000000;0,004237;0,000000;0,550847;;
PP14;2;I;20121010T151500000;0,901448;0,621654;0,002583;0,201132;0,040418;0,031927;0,000043;0,022947;-0,216284;-15,095427;-3,559639;-1,464636;0,021858;0,043716;0,016393;0,142077;0,043716;0,387978;0,000000;0,726776;0,158470;0,000000;0,000000;0,000000;0,163934;0,032787;0,043716;1,284153;0,131148;0,000000;0,000000;0,098361;0,234973;0,688525;0,038251;1,398907;0,000000;0,038251;0,000000;0,098361;0,142077;;
PP14;3;R;20121010T153900000;0,798961;0,493028;0,017805;0,115486;0,030141;0,004162;0,000007;0,027588;-0,125432;-6,442012;-2,012945;-1,593267;0,000000;0,000000;0,000000;0,329268;0,000000;0,768293;0,000000;0,768293;0,085366;0,000000;0,414634;0,000000;1,719512;0,000000;0,085366;0,719512;0,000000;0,621951;0,000000;0,536585;2,512195;2,658537;0,000000;0,853659;0,121951;0,000000;0,000000;0,012195;0,012195;;
PP14;3;R;20121010T154000000;0,918808;0,473465;0,000173;0,182645;0,196705;0,023257;0,000009;0,011613;-0,240442;-5,454100;-6,223664;-1,985621;0,015075;0,015075;0,055276;0,361809;0,000000;0,959799;0,000000;0,763819;0,065327;0,005025;0,000000;0,050251;2,507538;0,000000;0,000000;2,015075;0,075377;0,005025;0,000000;0,015075;3,306533;0,658291;0,085427;0,768844;0,005025;0,030151;0,025126;0,000000;0,266332;;
PP14;3;R;20121010T154100000;0,925399;0,469946;0,000030;0,176886;0,260343;0,022851;0,000005;0,012148;-0,297514;-5,660909;-7,059151;-3,312207;0,000000;0,004184;0,004184;0,410042;0,000000;0,962343;0,000000;0,686192;0,163180;0,000000;0,000000;0,008368;2,648536;0,000000;0,000000;1,313808;0,020921;0,000000;0,000000;0,000000;3,916318;0,004184;0,000000;1,284519;0,004184;0,000000;0,000000;0,000000;0,066946;;
PP14;3;R;20121010T154200000;0,926449;0,475826;0,000533;0,140839;0,211726;0,023163;0,000023;0,008448;-0,238342;-7,985768;-9,185027;4,370715;0,000000;0,029167;0,016667;0,445833;0,000000;0,945833;0,000000;0,604167;0,145833;0,000000;0,000000;0,000000;2,050000;0,000000;0,000000;2,333333;0,000000;0,000000;0,000000;0,033333;2,837500;0,029167;0,004167;1,504167;0,004167;0,000000;0,000000;0,000000;0,141667;;
PP14;3;R;20121010T154300000;0,925842;0,366210;0,000033;0,159216;0,438151;0,031402;0,000002;0,005424;-0,438645;-6,349969;-8,548085;-1,136084;0,000000;0,004505;0,013514;0,527027;0,000000;0,995495;0,000000;0,454955;0,162162;0,000000;0,000000;0,000000;3,085586;0,000000;0,000000;1,630631;0,000000;0,000000;0,000000;0,000000;3,333333;0,000000;0,000000;1,950450;0,000000;0,000000;0,000000;0,000000;0,045045;;
PP14;3;R;20121010T154400000;0,763891;0,261943;0,080392;0,007084;0,099457;0,008099;0,000462;0,004676;-0,019112;-13,277664;2,971367;-2,125645;0,342105;0,736842;0,921053;0,947368;0,000000;0,947368;0,000000;0,289474;0,000000;0,157895;0,000000;0,000000;1,342105;0,000000;0,000000;0,000000;0,000000;0,789474;0,000000;0,421053;0,000000;0,000000;0,000000;0,000000;0,000000;0,710526;0,000000;0,000000;0,052632;;
PP14;3;T;20121010T154700000;0,922269;0,814630;0,000633;0,044180;0,075033;0,055483;0,000017;0,021737;-0,108043;-6,797444;-5,554527;-1,458789;0,027149;0,027149;0,013575;0,253394;0,000000;0,366516;0,000000;0,597285;0,266968;0,009050;0,013575;0,217195;0,904977;0,049774;0,000000;0,719457;0,737557;0,022624;0,000000;0,063348;0,941176;0,493213;0,000000;0,475113;0,000000;0,040724;0,090498;0,000000;0,149321;;
PP14;3;T;20121010T154800000;0,914475;0,667634;0,002096;0,064762;0,100791;0,048216;0,000053;0,037630;-0,150049;-7,124784;-2,683695;-0,682125;0,000000;0,062857;0,102857;0,382857;0,057143;0,514286;0,011429;0,691429;0,120000;0,011429;0,262857;0,474286;0,982857;0,005714;0,051429;0,371429;0,611429;0,051429;0,000000;0,417143;1,251429;1,274286;0,000000;0,097143;0,000000;0,000000;0,045714;0,000000;0,360000;;
PP14;3;T;20121010T154900000;0,896526;0,597812;0,005449;0,147769;0,087083;0,032917;0,000014;0,040622;-0,182589;-11,171141;0,184188;1,113472;0,015789;0,100000;0,121053;0,147368;0,047368;0,373684;0,000000;0,705263;0,047368;0,057895;0,068421;0,115789;0,315789;0,000000;0,031579;0,500000;0,178947;0,052632;0,000000;0,184211;0,321053;0,652632;0,000000;1,052632;0,000000;0,031579;0,000000;0,021053;0,363158;;
PP14;3;T;20121010T155000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;999,000000;;
PP14;3;T;20121010T155100000;0,481164;0,481302;0,017177;0,005569;0,003679;0,006058;0,000009;0,000066;0,011609;-2,425081;0,042861;-3,402214;0,000000;0,500000;0,000000;0,000000;0,000000;0,000000;0,000000;0,500000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,500000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;1,500000;;
PP14;3;T;20121010T155200000;0,486399;0,396941;0,012588;0,021292;0,022315;0,001900;0,000006;0,020030;-0,014509;-0,500609;-1,842829;-2,378979;0,000000;0,000000;0,333333;0,333333;0,000000;0,333333;0,000000;0,333333;0,000000;0,000000;0,000000;0,000000;1,333333;0,000000;0,000000;0,000000;1,333333;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;0,000000;;
PP14;3;T;20121010T155300000;0,750924;0,281893;0,005303;0,119309;0,186809;0,001230;0,000000;0,128427;-0,263484;-0,677757;2,027319;-0,385944;0,035088;0,210526;0,210526;0,982456;0,000000;0,982456;0,000000;0,649123;0,000000;0,035088;0,000000;0,000000;4,491228;0,000000;0,631579;0,192982;0,456140;0,000000;0,000000;0,000000;0,087719;4,228070;0,000000;0,701754;0,000000;0,035088;0,000000;0,140351;0,000000;;
PP14;3;T;20121010T155400000;0,845269;0,518355;0,016064;0,025727;0,204899;0,016949;0,000007;0,156816;-0,251529;-6,655071;-2,232490;-0,881656;0,229050;0,000000;0,005587;0,793296;0,011173;0,893855;0,000000;0,765363;0,005587;0,016760;0,055866;0,229050;1,810056;0,000000;0,067039;2,256983;0,072626;0,117318;0,067039;0,000000;0,770950;2,681564;0,000000;2,765363;0,000000;0,592179;0,083799;0,709497;0,027933;;
PP14;3;T;20121010T155500000;0,914709;0,677470;0,005369;0,050810;0,050278;0,033126;0,000020;0,059989;-0,100234;-6,905953;-3,396599;1,483881;0,011429;0,011429;0,062857;0,434286;0,000000;0,137143;0,000000;0,771429;0,074286;0,000000;0,114286;0,160000;0,491429;0,000000;0,028571;1,051429;1,354286;0,120000;0,062857;0,405714;0,394286;1,445714;0,080000;0,485714;0,000000;0,028571;0,028571;0,000000;0,251429;;
PP14;3;T;20121010T155600000;0,910773;0,403304;0,000552;0,230274;0,033400;0,020957;0,000022;0,020612;-0,233938;-9,777561;-5,084870;0,193233;0,000000;0,000000;0,000000;0,030151;0,025126;0,231156;0,000000;0,814070;0,120603;0,005025;0,055276;0,246231;0,085427;0,000000;0,000000;0,557789;0,356784;0,000000;0,000000;0,231156;0,969849;1,326633;0,341709;1,316583;0,000000;0,000000;0,010050;0,000000;0,015075;;
PP14;3;T;20121010T155700000;0,889934;0,553770;0,001017;0,121041;0,056152;0,010109;0,000008;0,045678;-0,142881;-10,808451;-1,756534;3,202100;0,000000;0,000000;0,000000;0,288235;0,029412;0,294118;0,000000;0,782353;0,100000;0,064706;0,135294;0,000000;0,388235;0,000000;0,000000;0,341176;0,647059;0,000000;0,000000;0,258824;0,764706;1,382353;0,158824;1,864706;0,000000;0,000000;0,047059;0,000000;0,076471;;
PP14;3;T;20121010T155800000;0,892972;0,368449;0,000284;0,234046;0,058486;0,011928;0,000006;0,070671;-0,240578;-9,988104;-2,666778;3,487644;0,000000;0,038278;0,014354;0,138756;0,023923;0,392344;0,000000;0,861244;0,033493;0,014354;0,066986;0,009569;0,306220;0,000000;0,000000;0,215311;0,669856;0,000000;0,000000;0,387560;0,784689;1,846890;0,047847;1,354067;0,000000;0,000000;0,057416;0,000000;0,124402;;
PP14;3;T;20121010T155900000;0,876455;0,468071;0,005506;0,188431;0,062638;0,011430;0,000711;0,034770;-0,184274;-8,452323;-4,340144;6,132055;0,000000;0,021739;0,000000;0,478261;0,000000;0,282609;0,000000;0,630435;0,217391;0,021739;0,000000;0,000000;0,913043;0,413043;0,000000;0,760870;0,282609;0,000000;0,000000;0,282609;0,043478;2,500000;0,000000;0,826087;0,043478;0,000000;0,000000;0,000000;0,260870;;
