PP,Blok,Condition,timestamp,SnMouseAct,SnLeftClicked,SnRightClicked,SnDoubleClicked,SnWheel,SnDragged,SnMouseDistance,SnMouseDistance,SnKeyStrokes,SnChars,SnSpecialKeys,SnDirectionKeys,SnErrorKeys,SnShortcutKeys,SnSpaces,SnAppChange,SnTabfocusChange
PP13,3,I,20121010T115600000,58,27,0,1,10,10,751140851999085,751,30,14,16,0,1,6,1,19,5
PP13,3,I,20121010T115700000,46,15,0,2,15,7,6755070007077000,6755,89,30,59,2,5,0,11,14,0
PP13,3,I,20121010T115800000,22,9,0,0,9,2,33208407778524800,33208,115,55,60,0,7,0,15,9,0
PP13,3,I,20121010T115900000,34,15,0,0,9,5,4947127355876920,4947,99,32,67,10,1,0,10,12,0
PP13,3,I,20121010T120000000,18,11,0,0,1,3,17374721612737400,17375,85,39,46,13,6,0,10,2,0
PP13,3,I,20121010T120100000,20,10,0,2,0,4,1992144274379700,1992,101,32,69,0,1,0,21,0,0
PP13,3,I,20121010T120200000,14,10,0,0,0,2,15489696794528800,15490,120,38,82,9,15,6,19,0,0
PP13,3,I,20121010T120300000,10,7,0,0,1,1,11479434901212300,11479,105,26,79,9,15,0,18,0,0
PP13,3,I,20121010T120400000,32,10,0,0,12,5,30579189594604600,30579,22,17,5,2,0,0,0,3,4
PP13,3,I,20121010T120500000,51,21,5,1,2,11,45255731892897400,45256,52,37,15,0,1,0,4,13,4
PP13,3,I,20121010T120600000,53,29,4,2,0,9,51333686663073700,51334,32,25,7,0,2,0,2,12,5
PP13,3,I,20121010T120700000,43,22,2,0,1,9,4170065161991860,4170,15,11,4,1,1,0,0,5,3
PP13,3,I,20121010T120800000,40,20,2,0,0,9,35374373839913000,35374,28,17,11,1,0,0,5,11,3
PP13,3,I,20121010T120900000,50,19,1,1,17,6,505937507298652,506,36,31,5,0,0,0,1,9,6
PP13,3,I,20121010T121000000,75,26,4,2,15,14,7503030279828800,7503,16,9,7,0,2,0,1,10,4
PP13,3,I,20121010T121100000,55,17,3,0,27,4,6644594829837260,6645,33,24,9,0,1,0,1,11,3
PP13,3,I,20121010T121200000,36,15,3,0,16,1,5022999541248080,5023,32,25,7,0,0,0,2,9,4
PP13,3,I,20121010T121300000,75,21,1,5,22,13,8082767465197490,8083,25,18,7,0,1,0,0,10,3
PP13,3,I,20121010T121400000,47,26,4,0,1,8,4254329483033030,4254,54,40,14,0,2,0,4,15,3
PP13,3,I,20121010T121500000,27,9,0,1,15,1,3724992416917280,3725,53,35,18,2,5,0,2,4,1
PP13,3,I,20121010T121600000,65,25,2,1,13,12,7020997916974910,7021,30,17,13,0,3,0,2,11,1
PP14,1,R,20121010T131700000,2,1,0,1,0,0,16230539116123000,16231,0,0,0,0,0,0,0,1,0
PP14,1,R,20121010T131800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP14,1,R,20121010T131900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP14,1,R,20121010T132000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP14,1,R,20121010T132100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP14,1,R,20121010T132200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP14,1,N,20121010T132700000,7,6,0,1,0,0,45637195006475600,45637,126,63,63,0,30,1,16,3,2
PP14,1,N,20121010T132800000,16,8,0,0,0,4,7222919336645340,7223,101,31,70,8,33,1,12,5,0
PP14,1,N,20121010T132900000,4,2,0,0,0,1,2454790626618020,2455,164,97,67,0,7,1,26,3,1
PP14,1,N,20121010T133000000,20,6,0,0,10,2,1174056571755850,1174,19,14,5,0,1,0,0,0,8
PP14,1,N,20121010T133100000,11,2,0,0,7,1,6336829121307220,6337,126,77,49,0,24,0,17,2,0
PP14,1,N,20121010T133200000,5,3,0,0,0,1,2971132002370150,2971,120,79,41,0,12,0,17,0,0
PP14,1,N,20121010T133300000,18,12,1,1,4,0,114787041244311,115,66,44,22,2,7,0,8,1,7
PP14,1,N,20121010T133400000,74,22,0,0,6,23,5993926889166790,5994,7,5,2,1,0,0,0,0,0
PP14,1,N,20121010T133500000,74,22,0,1,7,22,6831950228716250,6832,0,0,0,0,0,0,0,0,0
PP14,1,N,20121010T133600000,32,10,0,0,7,7,248898783228401,249,71,36,35,0,13,0,0,8,0
PP14,1,N,20121010T133700000,42,15,0,3,8,8,3361916041671290,3362,115,59,56,0,13,0,13,6,1
PP14,1,N,20121010T133800000,22,6,0,0,14,1,11977290353956300,11977,66,45,21,0,1,1,11,4,5
PP14,1,N,20121010T133900000,31,15,1,1,4,5,1815111783712820,1815,77,53,24,1,1,1,14,6,3
PP14,1,N,20121010T134000000,28,12,0,0,14,1,18014919922389400,18015,117,78,39,0,8,0,14,5,10
PP14,1,N,20121010T134100000,27,12,0,5,2,4,18017481128281600,18017,38,17,21,1,8,0,3,3,5
PP14,1,N,20121010T134200000,7,6,1,0,0,0,3463695928627670,3464,63,25,38,5,14,0,6,4,0
PP14,1,N,20121010T134300000,34,15,0,1,6,6,2112808250567230,2113,95,71,24,0,5,1,9,6,6
PP14,1,N,20121010T134400000,41,14,0,0,5,11,32042400347420800,32042,62,36,26,1,6,1,8,3,3
PP14,1,N,20121010T134500000,46,17,2,0,7,10,3350549295621130,3351,33,15,18,1,3,2,3,5,0
PP14,1,N,20121010T134600000,21,6,0,0,13,1,141230826941374,141,118,73,45,0,15,0,15,9,9
PP14,1,N,20121010T134700000,14,6,1,0,5,1,7391002111242020,7391,155,105,50,4,12,2,19,9,6
PP14,1,N,20121010T134800000,30,15,0,1,4,5,16676535564842600,16677,65,25,40,3,10,4,2,5,2
PP14,1,N,20121010T134900000,2,2,0,0,0,0,14753496268570500,14753,204,130,74,0,20,0,29,6,1
PP14,1,N,20121010T135000000,24,12,0,0,2,5,15971828968960600,15972,165,114,51,3,14,0,24,8,9
PP14,1,N,20121010T135100000,17,6,0,0,7,2,7370248225727220,7370,60,44,16,0,3,1,3,3,7
PP14,1,N,20121010T135200000,13,5,0,0,6,1,1083626743074900,1084,192,144,48,0,13,0,25,4,6
PP14,1,N,20121010T135300000,25,17,0,2,4,1,1192749180783210,1193,92,39,53,3,3,9,13,10,1
PP14,1,N,20121010T135400000,16,8,0,3,1,2,8914300643719600,8914,81,35,46,10,7,1,11,10,6
PP14,1,N,20121010T135500000,26,12,1,0,7,3,20971142875049000,20971,41,25,16,1,3,0,4,1,6
PP14,1,N,20121010T135600000,13,5,0,0,2,3,9435014117005790,9435,237,145,92,0,42,1,35,6,1
PP14,1,N,20121010T135700000,31,15,1,0,1,7,20477299442551400,20477,99,51,48,3,6,4,12,17,3
PP14,1,N,20121010T135800000,12,4,0,0,4,2,9079898693642680,9080,172,102,70,0,8,0,25,10,4
PP14,1,N,20121010T135900000,9,5,0,1,1,1,6382081521441970,6382,241,159,82,0,30,0,32,9,5
PP14,1,N,20121010T140000000,39,14,0,0,5,10,21870626669636800,21871,142,86,56,1,16,3,16,5,3
PP14,1,N,20121010T140100000,20,7,0,0,8,2,12916247715527200,12916,146,73,73,10,19,0,21,6,1
PP14,1,N,20121010T140200000,5,2,0,1,0,1,4378605414599820,4379,200,108,92,8,44,0,27,0,0
PP14,1,N,20121010T140300000,9,8,0,1,0,0,5118873232732300,5119,164,87,77,1,14,4,25,11,0
PP14,1,N,20121010T140400000,26,7,0,0,17,1,14206085820913200,14206,93,66,27,1,5,0,14,2,4
PP14,1,N,20121010T140500000,19,8,0,0,9,1,14282060288768800,14282,218,131,87,27,16,0,27,2,3
PP14,1,N,20121010T140600000,20,9,0,0,9,1,8623284045813630,8623,119,55,64,0,11,4,13,12,14
PP14,1,N,20121010T140700000,12,2,0,0,10,0,7983377244292510,7983,137,104,33,0,6,0,20,2,0
PP14,1,N,20121010T140800000,26,2,0,11,13,0,13822870428123600,13823,51,31,20,0,11,1,6,2,1
PP14,2,R,20121010T142500000,10,2,0,2,0,3,1100420954604490,1100,0,0,0,0,0,0,0,4,1
PP14,2,R,20121010T142600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP14,2,R,20121010T142700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP14,2,R,20121010T142800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP14,2,R,20121010T142900000,1,0,0,0,0,0,6420529573173850,6421,0,0,0,0,0,0,0,0,0
PP14,2,R,20121010T143000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP14,2,I,20121010T143400000,46,27,0,6,1,6,2478709480848790,2479,42,31,11,0,4,0,2,21,2
PP14,2,I,20121010T143500000,21,13,0,0,4,2,13849499900557500,13849,51,36,15,3,2,0,5,11,3
PP14,2,I,20121010T143600000,23,13,0,1,1,4,13041841799525400,13042,50,20,30,14,10,1,0,9,1
PP14,2,I,20121010T143700000,10,6,0,0,2,1,5690929989201500,5691,1,0,1,0,0,0,0,4,1
PP14,2,I,20121010T143800000,6,1,0,0,5,0,2514926671845770,2515,161,36,125,73,20,1,9,5,0
PP14,2,I,20121010T143900000,12,8,0,0,4,0,40299384868381700,40299,66,47,19,0,4,0,3,3,10
PP14,2,I,20121010T144000000,7,4,0,0,1,1,4086412228890200,4086,184,91,93,37,16,0,20,17,5
PP14,2,I,20121010T144100000,7,3,0,0,2,1,4756797854424450,4757,69,45,24,0,0,0,11,10,6
PP14,2,I,20121010T144200000,17,9,0,0,2,3,13149633256771600,13150,38,26,12,0,1,0,1,10,6
PP14,2,I,20121010T144300000,21,12,0,0,5,2,11753778226803500,11754,138,66,72,9,22,2,15,7,3
PP14,2,I,20121010T144400000,33,17,0,1,11,2,25475468901418300,25475,45,31,14,0,5,3,3,9,6
PP14,2,I,20121010T144500000,12,4,0,1,5,1,9181588947011620,9182,64,44,20,0,1,0,9,8,3
PP14,2,I,20121010T144600000,0,0,0,0,0,0,0,0,246,122,124,0,92,0,18,13,0
PP14,2,I,20121010T144700000,2,0,0,0,2,0,14303929530027700,14304,218,111,107,16,52,0,24,9,0
PP14,2,I,20121010T144800000,2,0,0,0,0,1,1694227847722960,1694,100,62,38,0,7,0,9,11,0
PP14,2,I,20121010T144900000,4,0,0,0,4,0,2829162827533690,2829,118,79,39,0,12,0,14,9,0
PP14,2,I,20121010T145000000,9,4,1,0,2,1,4820692363506940,4821,122,87,35,0,10,0,20,1,3
PP14,2,I,20121010T145100000,11,7,0,0,2,1,8145837031808960,8146,117,78,39,0,16,0,14,6,0
PP14,2,I,20121010T145200000,1,1,0,0,0,0,4807202928939030,4807,280,171,109,1,28,0,45,3,5
PP14,2,I,20121010T145300000,13,7,2,0,0,2,8727487473034880,8727,170,117,53,1,17,1,20,10,5
PP14,2,I,20121010T145400000,17,8,1,0,2,3,12388190439644100,12388,160,100,60,1,19,2,20,9,11
PP14,2,I,20121010T145500000,7,3,0,0,0,2,6029933781890960,6030,221,150,71,0,35,0,25,0,0
PP14,2,I,20121010T145600000,11,4,0,0,5,1,9372443012756650,9372,274,180,94,19,22,1,37,3,3
PP14,2,I,20121010T145700000,23,10,1,0,4,4,19848020156689600,19848,204,112,92,0,43,1,28,7,5
PP14,2,I,20121010T145800000,3,1,0,0,0,1,42738456888247000,42738,352,230,122,0,47,0,51,1,0
PP14,2,I,20121010T145900000,21,17,0,0,0,2,11212971492910800,11213,120,87,33,0,4,1,12,12,3
PP14,2,I,20121010T150000000,25,17,0,1,5,1,16002386132024800,16002,162,108,54,0,20,1,20,7,3
PP14,2,I,20121010T150100000,18,9,1,0,4,2,13376966579827200,13377,227,133,94,0,43,1,32,4,4
PP14,2,I,20121010T150200000,8,3,0,0,5,0,5355504027000230,5356,149,101,48,0,8,3,27,2,0
PP14,2,I,20121010T150300000,33,21,0,0,12,0,19989263731814100,19989,36,28,8,0,0,2,4,8,4
PP14,2,I,20121010T150400000,28,13,2,0,5,4,18757271191192400,18757,50,35,15,0,0,3,6,9,6
PP14,2,I,20121010T150500000,12,3,0,2,3,2,7715572928949750,7716,116,69,47,0,11,0,16,13,1
PP14,2,I,20121010T150600000,1,0,0,0,1,0,7594972021014950,7595,135,71,64,0,36,0,16,11,0
PP14,2,I,20121010T150700000,3,3,0,0,0,0,1985785429489690,1986,174,92,82,23,26,1,16,8,0
PP14,2,I,20121010T150800000,5,2,0,0,3,0,41981099499151300,41981,117,76,41,0,19,0,17,2,0
PP14,2,I,20121010T150900000,6,5,0,0,1,0,37774812555527400,37775,96,67,29,0,11,0,15,3,0
PP14,2,I,20121010T151000000,16,3,0,0,11,1,10313031110263700,10313,6,2,4,0,2,0,2,3,0
PP14,2,I,20121010T151100000,4,0,0,0,4,0,27484716894412900,27485,97,56,41,0,17,1,11,3,1
PP14,2,I,20121010T151200000,4,2,0,0,2,0,2272108751102320,2272,120,71,49,0,28,0,12,4,1
PP14,2,I,20121010T151300000,12,3,0,1,4,2,846005372088096,846,194,121,73,0,36,0,30,5,4
PP14,2,I,20121010T151400000,1,0,0,0,1,0,4699882977266560,4700,129,92,37,0,10,0,12,10,1
PP14,2,I,20121010T151500000,6,3,0,0,3,0,5457160459405710,5457,150,62,88,40,17,1,13,7,0
PP14,3,R,20121010T153900000,1,0,0,1,0,0,775501128303499,776,0,0,0,0,0,0,0,0,0
PP14,3,R,20121010T154000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP14,3,R,20121010T154100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP14,3,R,20121010T154200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP14,3,R,20121010T154300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP14,3,R,20121010T154400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP14,3,T,20121010T154700000,19,10,0,2,1,3,9920900837888530,9921,136,61,75,30,10,1,14,8,0
PP14,3,T,20121010T154800000,19,14,0,3,0,1,13484753563010600,13485,143,77,66,28,10,1,15,8,4
PP14,3,T,20121010T154900000,7,5,0,0,0,1,5797559496973070,5798,247,175,72,0,27,0,32,3,3
PP14,3,T,20121010T155000000,26,8,0,0,16,1,1661887488401270,1662,68,36,32,0,2,0,9,3,3
PP14,3,T,20121010T155100000,18,9,0,0,9,0,10134232800064400,10134,4,0,4,0,4,0,0,0,8
PP14,3,T,20121010T155200000,39,13,0,0,24,1,25881146092765700,25881,6,0,6,0,6,0,0,0,13
PP14,3,T,20121010T155300000,50,12,1,0,27,5,28118229470830200,28118,0,0,0,0,0,0,0,0,7
PP14,3,T,20121010T155400000,18,3,0,0,15,0,1172572847341270,1173,0,0,0,0,0,0,0,0,6
PP14,3,T,20121010T155500000,10,5,0,0,5,0,6693117407459920,6693,108,70,38,0,7,1,10,13,2
PP14,3,T,20121010T155600000,3,0,0,0,3,0,20965959273989800,20966,223,151,72,0,26,0,30,9,1
PP14,3,T,20121010T155700000,15,5,0,0,10,0,8882026598491260,8882,148,103,45,1,8,1,17,7,5
PP14,3,T,20121010T155800000,8,5,0,1,0,1,4442877039824790,4443,229,152,77,0,28,1,26,15,0
PP14,3,T,20121010T155900000,3,1,0,0,2,0,14265596763891700,14266,206,132,74,3,18,1,25,12,3
PP14,3,T,20121010T160000000,3,1,0,0,0,1,19111641516620000,19112,224,134,90,15,29,0,29,12,1
PP14,3,T,20121010T160100000,0,0,0,0,0,0,0,0,271,172,99,0,43,0,32,12,0
PP14,3,T,20121010T160200000,4,1,0,0,3,0,2352022067688080,2352,85,49,36,1,7,2,9,5,3
PP14,3,T,20121010T160300000,4,0,0,0,4,0,34029210627557700,34029,165,97,68,0,24,0,25,10,0
PP14,3,T,20121010T160400000,2,0,0,0,2,0,1544363289740860,1544,296,148,148,66,30,0,35,5,2
PP14,3,T,20121010T160500000,11,5,0,0,6,0,769784773380392,770,148,86,62,1,13,1,22,6,5
PP14,3,T,20121010T160600000,3,0,0,0,3,0,3326899363501540,3327,284,150,134,31,35,0,39,6,1
PP14,3,T,20121010T160700000,3,2,0,0,1,0,23311797164764300,23312,280,187,93,2,29,0,37,8,1
PP14,3,T,20121010T160800000,6,2,0,0,2,1,35374109130407500,35374,259,172,87,0,45,1,29,1,0
PP14,3,T,20121010T160900000,23,3,0,6,10,2,11982463995219200,11982,192,113,79,0,24,4,33,1,1
PP14,3,T,20121010T161000000,27,12,0,0,9,3,21075654702303200,21076,109,79,30,0,6,1,11,11,6
PP14,3,T,20121010T161100000,15,5,0,1,7,1,8030659979979010,8031,215,158,57,0,11,1,29,7,4
PP14,3,T,20121010T161200000,26,8,1,0,9,4,2007237873489220,2007,139,87,52,0,17,3,16,13,8
PP14,3,T,20121010T161300000,2,0,0,0,2,0,16984993376507300,16985,313,191,122,35,23,0,40,4,0
PP15,1,R,20121015T092500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP15,1,R,20121015T092600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP15,1,R,20121015T092700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP15,1,R,20121015T092800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP15,1,R,20121015T092900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP15,1,R,20121015T093000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP15,1,N,20121015T093600000,32,13,0,1,0,9,17876842497735600,17877,0,0,0,0,0,0,0,2,1
PP15,1,N,20121015T093700000,3,3,0,0,0,0,18189082529172700,18189,224,162,62,0,18,0,27,2,4
PP15,1,N,20121015T093800000,0,0,0,0,0,0,0,0,223,128,95,0,71,0,24,0,0
PP15,1,N,20121015T093900000,0,0,0,0,0,0,0,0,207,144,63,0,23,0,29,0,0
PP15,1,N,20121015T094000000,17,7,0,0,0,5,13988005140462900,13988,152,103,49,0,19,1,19,2,0
PP15,1,N,20121015T094100000,11,3,0,0,0,4,8733466955135960,8733,362,276,86,0,17,0,56,0,0
PP15,1,N,20121015T094200000,7,1,0,0,2,2,6824036468905910,6824,239,149,90,0,48,0,35,0,0
PP15,1,N,20121015T094300000,21,12,0,0,1,4,13912314454241600,13912,218,162,56,0,11,0,34,6,5
PP15,1,N,20121015T094400000,0,0,0,0,0,0,0,0,306,225,81,5,18,0,49,0,0
PP15,1,N,20121015T094500000,10,6,0,0,0,2,5510972262958890,5511,241,178,63,0,25,0,29,3,3
PP15,1,N,20121015T094600000,19,10,0,0,1,4,8117814395059290,8118,268,190,78,0,30,2,38,3,4
PP15,1,N,20121015T094700000,2,2,0,0,0,0,12510047618927600,12510,334,238,96,1,29,0,51,1,2
PP15,1,N,20121015T094800000,11,5,0,0,0,3,5628938520074570,5629,290,216,74,2,17,1,43,0,0
PP15,1,N,20121015T094900000,12,8,0,0,0,2,9003403549215320,9003,242,169,73,0,28,2,38,4,2
PP15,1,N,20121015T095000000,2,0,0,0,2,0,21116069710057300,21116,348,272,76,0,9,0,58,0,0
PP15,1,N,20121015T095100000,18,12,0,0,0,3,914846489527866,915,208,154,54,0,20,0,32,8,6
PP15,1,N,20121015T095200000,14,6,0,0,0,4,8334951771021390,8335,317,235,82,0,27,1,43,1,3
PP15,1,N,20121015T095300000,15,7,0,0,0,4,11765366340274400,11765,239,116,123,39,37,4,36,3,1
PP15,1,N,20121015T095400000,0,0,0,0,0,0,0,0,382,298,84,0,15,0,61,0,0
PP15,1,N,20121015T095500000,25,10,0,3,8,2,15643557519956600,15644,59,42,17,0,0,1,7,5,1
PP15,1,N,20121015T095600000,19,5,0,0,12,1,901751667449904,902,20,18,2,0,0,0,1,0,5
PP15,1,N,20121015T095700000,27,7,0,1,17,1,18964703141148400,18965,0,0,0,0,0,0,0,2,5
PP15,1,N,20121015T095800000,14,7,0,0,7,0,9759583492946910,9760,126,72,54,0,24,0,18,5,2
PP15,1,N,20121015T095900000,14,8,0,0,0,3,6621980142425790,6622,264,169,95,0,49,0,32,5,5
PP15,1,N,20121015T100000000,33,17,0,2,12,1,189502920009745,190,0,0,0,0,0,0,0,5,7
PP15,1,N,20121015T100100000,26,10,0,0,8,4,16977625164636600,16978,49,37,12,0,1,0,7,5,3
PP15,1,N,20121015T100200000,11,4,0,0,3,2,77063190639159400,77063,223,155,68,0,22,0,34,3,1
PP15,1,N,20121015T100300000,38,19,0,0,5,7,23756204145297700,23756,78,40,38,0,8,0,11,11,7
PP15,1,N,20121015T100400000,44,19,0,0,5,10,3325018409887800,3325,108,69,39,0,5,0,22,8,3
PP15,1,N,20121015T100500000,29,13,0,1,11,2,19408287873066100,19408,117,85,32,0,2,0,22,3,6
PP15,1,N,20121015T100600000,52,22,0,2,6,11,350590577059246,351,121,80,41,0,15,0,16,8,9
PP15,1,N,20121015T100700000,43,18,0,0,13,6,29400567090255000,29401,64,48,16,0,2,0,12,3,9
PP15,1,N,20121015T100800000,5,2,0,0,3,0,4240603983428600,4241,338,225,113,0,41,0,55,2,0
PP15,1,N,20121015T100900000,38,12,0,1,13,6,28359862974963100,28360,120,71,49,0,29,0,18,5,3
PP15,1,N,20121015T101000000,31,10,0,0,7,7,28447655312164400,28448,221,154,67,14,8,0,33,7,0
PP15,1,N,20121015T101100000,31,12,0,0,5,7,25140165336783200,25140,213,133,80,0,36,1,32,3,0
PP15,1,N,20121015T101200000,11,1,0,1,7,1,6947070344756120,6947,56,9,47,29,11,1,4,0,0
PP15,1,N,20121015T101300000,52,22,0,4,6,10,41058454037726600,41058,33,24,9,0,1,0,4,9,2
PP15,1,N,20121015T101400000,37,18,3,0,2,7,23057603687141900,23058,59,47,12,0,0,3,1,4,13
PP15,1,N,20121015T101500000,0,0,0,0,0,0,0,0,98,71,27,0,12,1,5,3,2
PP15,1,N,20121015T101600000,0,0,0,0,0,0,0,0,64,42,22,0,5,1,8,4,4
PP15,2,R,20121015T102700000,4,2,0,2,0,0,32136723784736400,32137,0,0,0,0,0,0,0,3,0
PP15,2,R,20121015T102800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP15,2,R,20121015T102900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP15,2,R,20121015T103000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP15,2,R,20121015T103100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP15,2,R,20121015T103200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP15,2,T,20121015T103600000,15,4,0,1,8,1,9374225065464310,9374,214,144,70,0,33,0,30,1,4
PP15,2,T,20121015T103700000,10,3,0,0,3,2,636009298591282,636,290,193,97,0,37,0,44,1,0
PP15,2,T,20121015T103800000,0,0,0,0,0,0,0,0,380,264,116,0,40,0,61,0,0
PP15,2,T,20121015T103900000,0,0,0,0,0,0,0,0,380,249,131,0,47,0,65,0,0
PP15,2,T,20121015T104000000,3,3,0,0,0,0,19550369288413300,19550,337,234,103,0,36,0,54,2,2
PP15,2,T,20121015T104100000,14,6,0,0,2,3,8723171784325200,8723,229,157,72,0,25,0,33,4,0
PP15,2,T,20121015T104200000,17,7,0,0,4,3,12407726838116100,12408,161,120,41,0,11,2,19,2,6
PP15,2,T,20121015T104300000,20,8,0,0,4,4,12751915401865800,12752,306,235,71,0,4,0,50,4,0
PP15,2,T,20121015T104400000,39,14,0,0,11,7,2748090791778960,2748,108,80,28,0,9,0,14,5,5
PP15,2,T,20121015T104500000,14,4,0,0,4,3,11918141817985000,11918,300,210,90,0,25,0,47,3,0
PP15,2,T,20121015T104600000,6,5,0,0,1,0,38712574367188300,38713,263,179,84,0,28,1,42,4,0
PP15,2,T,20121015T104700000,7,5,0,0,0,1,6576625165037880,6577,291,208,83,0,14,0,51,3,0
PP15,2,T,20121015T104800000,40,11,0,2,15,6,28200407802397300,28200,169,127,42,0,1,0,27,2,5
PP15,2,T,20121015T104900000,32,8,0,0,20,2,22845345190926600,22845,126,66,60,0,30,0,17,3,1
PP15,2,T,20121015T105000000,44,18,0,0,14,6,3180967747172950,3181,22,19,3,0,0,0,2,2,6
PP15,2,T,20121015T105100000,37,12,0,0,23,1,2319637577917880,2320,0,0,0,0,0,0,0,0,6
PP15,2,T,20121015T105200000,22,4,0,0,14,2,13450176248654200,13450,202,156,46,0,0,0,37,2,1
PP15,2,T,20121015T105300000,43,14,0,0,17,6,28245707419685800,28246,38,22,16,0,8,0,5,3,7
PP15,2,T,20121015T105400000,32,7,0,0,17,4,2028958867052990,2029,97,73,24,0,1,0,16,1,2
PP15,2,T,20121015T105500000,57,5,0,0,48,2,41755379081741900,41755,178,117,61,0,27,0,25,4,0
PP15,2,T,20121015T105600000,29,9,0,0,10,5,192086395158908,192,116,70,46,0,19,3,15,2,2
PP15,2,T,20121015T105700000,79,27,0,0,26,13,411304743117206,411,27,18,9,0,3,3,2,1,6
PP15,2,T,20121015T105800000,22,11,1,0,2,4,16361596667211400,16362,198,145,53,0,6,1,38,4,2
PP15,2,T,20121015T105900000,21,10,0,0,3,4,15306118483887700,15306,239,168,71,1,27,2,28,3,8
PP15,2,T,20121015T110000000,39,25,1,1,0,6,251237334871261,251,163,119,44,0,3,2,21,8,9
PP15,2,T,20121015T110100000,26,14,1,1,2,4,1415466672415040,1415,202,138,64,0,15,1,27,5,2
PP15,3,R,20121015T111500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP15,3,R,20121015T111600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP15,3,R,20121015T111700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP15,3,R,20121015T111800000,1,0,0,0,0,0,1042275395468970,1042,0,0,0,0,0,0,0,0,0
PP15,3,R,20121015T111900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP15,3,R,20121015T112000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP15,3,I,20121015T112300000,0,0,0,0,0,0,0,0,272,193,79,0,25,0,42,0,0
PP15,3,I,20121015T112400000,11,5,0,0,0,3,4717243226423580,4717,291,202,89,16,19,0,40,2,5
PP15,3,I,20121015T112500000,6,4,0,0,0,1,29532899070962700,29533,340,199,141,0,86,0,44,2,3
PP15,3,I,20121015T112600000,1,1,0,0,0,0,5674090235447440,5674,308,152,156,0,95,0,43,0,0
PP15,3,I,20121015T112700000,5,4,0,0,0,0,36536944475234100,36537,234,157,77,0,27,2,36,2,3
PP15,3,I,20121015T112800000,8,5,0,0,1,1,7632021764767620,7632,307,207,100,0,50,0,40,3,4
PP15,3,I,20121015T112900000,0,0,0,0,0,0,0,0,330,208,122,0,65,0,47,0,0
PP15,3,I,20121015T113000000,0,0,0,0,0,0,0,0,353,228,125,0,54,0,59,0,0
PP15,3,I,20121015T113100000,8,5,0,0,1,1,40051645607419600,40052,173,107,66,0,37,0,23,2,3
PP15,3,I,20121015T113200000,63,6,0,0,55,1,4396218589806470,4396,0,0,0,0,0,0,0,0,5
PP15,3,I,20121015T113300000,10,6,0,0,2,1,5342617559294680,5343,258,183,75,0,11,0,47,4,2
PP15,3,I,20121015T113400000,30,15,0,0,7,4,1924172569585190,1924,29,24,5,0,0,0,2,3,7
PP15,3,I,20121015T113500000,24,9,0,1,10,2,1585950738381460,1586,160,106,54,0,22,0,23,4,3
PP15,3,I,20121015T113600000,20,8,0,0,9,1,1509617307561670,1510,238,183,55,0,4,0,38,5,0
PP15,3,I,20121015T113700000,15,4,0,1,4,3,12403019366486800,12403,259,179,80,0,27,0,39,3,4
PP15,3,I,20121015T113800000,10,3,0,1,0,3,39003457678089700,39003,351,223,128,0,67,0,52,2,1
PP15,3,I,20121015T113900000,33,13,0,0,4,8,1894136557789680,1894,161,98,63,0,18,1,21,6,4
